Classifier,Macro F1,Macro Recall,Macro Precision,Class0 Recall,Class1 Recall,Class2 Recall,Class0 Precision,Class1 Precision,Class2 Precision,Class0 F1,Class1 F1,Class2 F1,TrainParticipants,TestParticipants,TrainConditions,TestConditions,Experiment,RandomState,WindowDuration,WindowStepSize,BatchSize,LearningRate,HiddenDim,Epochs
CNN,0.22758620689655173,0.4393939393939394,0.3703703703703704,0.3181818181818182,1.0,0.0,1.0,0.1111111111111111,0.0,0.4827586206896552,0.19999999999999998,0.0,"[2, 5, 7, 8, 9, 11, 13, 14, 15, 18, 19, 20, 21, 23]",23,FW,FW,1,64,7.0,10,64,0.001,,10
LSTM,0.1027077497665733,0.3541666666666667,0.3684210526315789,0.0625,0.0,1.0,1.0,0.0,0.10526315789473684,0.11764705882352941,0.0,0.19047619047619047,"[3, 5, 6, 7, 8, 10, 12, 20, 23, 24, 25]",03,LW,LW,3,32,6.25,10,64,0.001,,17
LSTM,0.42265795206971674,0.6078431372549019,0.3697478991596639,0.8235294117647058,0.0,1.0,0.8235294117647058,0.0,0.2857142857142857,0.8235294117647058,0.0,0.4444444444444444,"[3, 5, 6, 7, 8, 10, 12, 20, 23, 24, 25]",05,LW,LW,3,32,6.25,10,64,0.001,,17
LSTM,0.20600414078674947,0.3304093567251462,0.32575757575757575,0.15789473684210525,0.8333333333333334,0.0,0.75,0.22727272727272727,0.0,0.2608695652173913,0.35714285714285715,0.0,"[3, 5, 6, 7, 8, 10, 12, 20, 23, 24, 25]",06,LW,LW,3,32,6.25,10,64,0.001,,17
LSTM,0.2572463768115942,0.38095238095238093,0.45098039215686275,0.14285714285714285,1.0,0.0,1.0,0.35294117647058826,0.0,0.25,0.5217391304347826,0.0,"[3, 5, 6, 7, 8, 10, 12, 20, 23, 24, 25]",07,LW,LW,3,32,6.25,10,64,0.001,,17
LSTM,0.19138755980861244,0.40740740740740744,0.37254901960784315,0.2222222222222222,1.0,0.0,1.0,0.11764705882352941,0.0,0.36363636363636365,0.21052631578947367,0.0,"[3, 5, 6, 7, 8, 10, 12, 20, 23, 24, 25]",08,LW,LW,3,32,6.25,10,64,0.001,,17
LSTM,0.12345679012345678,0.3333333333333333,0.07575757575757576,0.0,1.0,0.0,0.0,0.22727272727272727,0.0,0.0,0.37037037037037035,0.0,"[3, 5, 6, 7, 8, 10, 12, 20, 23, 24, 25]",10,LW,LW,3,32,6.25,10,64,0.001,,17
LSTM,0.16507936507936508,0.42105263157894735,0.29444444444444445,0.2631578947368421,0.0,1.0,0.8333333333333334,0.0,0.05,0.4,0.0,0.09523809523809523,"[3, 5, 6, 7, 8, 10, 12, 20, 23, 24, 25]",12,LW,LW,3,32,6.25,10,64,0.001,,17
LSTM,0.2702702702702703,0.2777777777777778,0.2631578947368421,0.8333333333333334,0.0,0.0,0.7894736842105263,0.0,0.0,0.8108108108108109,0.0,0.0,"[3, 5, 6, 7, 8, 10, 12, 20, 23, 24, 25]",20,LW,LW,3,32,6.25,10,64,0.001,,17
LSTM,0.36507936507936506,0.6428571428571428,0.5833333333333334,0.2857142857142857,1.0,,1.0,0.16666666666666666,,0.4444444444444444,0.2857142857142857,,"[3, 5, 6, 7, 8, 10, 12, 20, 23, 24, 25]",23,LW,LW,3,32,6.25,10,64,0.001,,17
LSTM,0.24888888888888885,0.4444444444444444,0.33699633699633696,0.3333333333333333,0.0,1.0,0.8571428571428571,0.0,0.15384615384615385,0.48,0.0,0.26666666666666666,"[3, 5, 6, 7, 8, 10, 12, 20, 23, 24, 25]",24,LW,LW,3,32,6.25,10,64,0.001,,17
LSTM,0.12121212121212122,0.3333333333333333,0.07407407407407407,0.0,1.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.36363636363636365,0.0,"[3, 5, 6, 7, 8, 10, 12, 20, 23, 24, 25]",03,LW,LW,3,100,6.25,10,64,0.001,,17
